Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
Moracizine Up,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,GPRC5A;FOXF1;CITED2;AXL;CAV1;TPBG;SCNN1A;KRT7
Profenamine Up,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,NRP1;KRT18;BASP1;UCP2;CDH13;LDOC1;TLR4;PBX1
CT-200783 Up,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,FOSL1;ABCC3;NRP1;GLIPR1;AKR1C3;DKK1;CLU;ABCG2
Phenethyl-Isothiocyanate Up,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,PLAC8;FOSL1;GLIPR1;BASP1;ID1;AKR1C3;DKK1;CLU
Enzalutamide Up,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,FOXA1;EFNB2;AR;NRP1;PDGFC;DPYD;TLR4;PBX1
VU-0420363-1 Up,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,CNN1;KRT18;BASP1;PAWR;SPOCK1;LDOC1;INHBA;GATA2
BJM-AF-64 Up,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,SLC14A1;ANXA1;ZNF185;SYT1;AMIGO2;UCP2;DKK1;TLR4
KU-C103884 Up,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,FOSL1;FOXA1;KRT18;CAV1;TPBG;UCP2;KRT8;AKR1C3
Efavirenz Up,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,AR;GLIPR1;FZD2;ANXA1;DPYD;KRT7;IL7R;PBX1
Amonafide Up,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,FOSL1;S100A2;BASP1;F2RL1;FAT4;GATA2;TLR4;CLU
NK42-I-109-1 Up,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,PLAC8;NRP1;CITED2;IL1B;CAV1;SCNN1A;PKP2;F2RL1
RS-I-002-6 Up,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,FOSL1;CITED2;ID1;DIO2;SLC2A1;SFN;CLU;ABCG2
KIN001-055 Up,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,PLAC8;TLE4;SLPI;PSG5;BASP1;AKR1C3;SFN;SLC12A8
Androstanol Up,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,FERMT1;SLC14A1;ZNF185;SLPI;ATP8B1;IL1B;UCP2;CPA4
1-Monopalmitin Up,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,KRT18;ID1;KRT8;DIO2;KRT7;MICAL2;SOX9;CLU
MW-STK33-2A Up,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,FOSL1;BMP2;STC2;ID1;PLAUR;MICAL2;PTX3;MT1E
Dropropizine Up,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,CNN1;SYT1;BASP1;KCNMA1;ARHGAP29;DKK1;TLR4;PBX1
Chlorothiazide Up,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,COL5A1;BASP1;UCP2;KRT8;KRT7;SECTM1;PTX3;ABCG2
Catharanthine Up,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,PLAC8;ANXA1;STAC;ID1;PXDN;SCNN1A;F3;MT1E
Tiapride Up,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,IL11;S100A2;AXL;ID1;UCP2;TBL1X;TLR4;PITX1
Chlorhexidine Up,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,ARL4C;MT2A;BMP2;STC2;PLAGL1;AMIGO2;TBL1X;MT1E
Citiolone Up,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,ABCC3;NRP1;ZNF185;PODXL;TBL1X;TLR4;CLU;PITX1
Carbarsone Up,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,KRT81;SLPI;SYT1;PLAU;UCP2;DIO2;TNFAIP2;IL7R
Cefotetan Up,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,PODXL;KRT8;KRT7;GFRA1;INHBA;SLIT2;FJX1;MT1E
Penbutolol Up,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,EFNB2;SLPI;BASP1;STC2;KRT7;FJX1;CLU;PBX1
Benzathine Up,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,BMP2;ID1;KRT7;MICAL2;CDH13;SOX9;F3;PBX1
Nitrobenzene Up,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,EFNB2;SCNN1A;KRT8;KRT7;LDOC1;PTX3;TOX;MT1E
O-Aminoazotoluene Up,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,PLAC8;FERMT1;ANXA1;CCDC69;SPOCK1;TBL1X;GATA2;IL7R
Propyleneimine Up,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,SLPI;MECOM;FOXF1;PODXL;ID1;AKR1C3;TBL1X;ABCG2
SA-1456508 Up,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,TLE4;GLIPR1;ANXA1;CITED2;SMAGP;CAV1;ARHGAP29;LOXL2
SA-1458487 Up,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,GPRC5A;CAV1;ID1;AKR1C3;KRT7;ARHGAP29;TOX;CLU
SA-1922006 Up,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,JUP;DMBT1;S100A2;SYT1;AKR1C3;SPOCK1;SOX9;CLU
Teriflunomide Up,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,PLAC8;EFNB2;PKIA;CAV1;SLC2A1;SOX9;PITX1;LOXL2
Oxypurinol Up,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,PLAC8;NUAK1;KRT18;PODXL;ID1;KRT8;DKK1;CLU
Oxatomide Up,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,LAMA5;FZD2;JUP;BASP1;ID1;TNFAIP2;KRT7;TBL1X
Amprenavir Up,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,EFNB2;GPRC5A;DMBT1;SYT1;PKIA;KRT7;ARHGAP29;SLIT2
Miglustat Up,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,PLAC8;LAMA5;ZNF185;COL5A1;FOXF1;BDNF;ARHGAP29;TBL1X
Phloridzin Up,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,MECOM;COL5A1;CREB3L1;AMIGO2;SLC2A1;SOX9;DKK1;MT1E
XMD-1499 Up,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,KRT18;COL5A1;AMIGO2;SLC2A1;SPOCK1;LDOC1;TLR4;SLC12A8
DMH1 Up,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,ANXA1;SLPI;SYT1;IL1B;CAV1;UCP2;TNFAIP2;FLNB
Dynasore Up,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,FZD2;STC2;PLAGL1;TPBG;AMIGO2;SCNN1A;KRT7;ACSL5
CBB-1007 Up,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,PLAC8;GLIPR1;SLPI;LAMB3;BASP1;AKR1C3;TNFAIP2;KRT7
SZ-4TA2 Up,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,BASP1;STC2;MICAL2;PAWR;ARHGAP29;SOX9;INHBA;SERPINB7
Clinofibrate Up,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,ABCC3;FAM171A1;GALNT6;SYT1;SMAGP;DPYD;TNFAIP2;PTX3
Telcagepant Up,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,SMAGP;PLAGL1;DIO2;SPOCK1;SFN;IGFBP6;F3;MT1E
Azelaic-Acid Up,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,ANXA1;KRT18;SYT1;CITED2;ID1;DPYD;DKK1;PITX1
Piketoprofen Up,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,PLAC8;FOXF1;ATP8B1;DIO2;F2RL1;FLNB;CLU;ABCG2
Piperazine Up,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,TLE4;FAM171A1;JUP;MICAL2;SOX9;INHBA;DKK1;F3
Isosorbide-Dinitrate Up,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,S100A2;SYT1;AXL;ITGA3;AMIGO2;ARHGAP29;FLNC;STX1A
SA-244358 Up,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,FZD2;CITED2;IRS1;CAV1;PDGFC;KRT7;ARHGAP29;GATA3
SA-102787 Up,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,GALNT6;PODXL;ID1;F2RL1;SOX9;GATA3;IGFBP6;DKK1
Spermidine Up,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,EFNB2;GALNT6;FOXF1;ATP8B1;UCP2;KRT7;FLNC;TOX
BG-1009 Up,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,MT2A;SLPI;S100A2;AXL;BASP1;SCNN1A;KRT7;TLR4
Isosilybin-A Up,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,CNN1;GLIPR1;ANXA1;KRT18;MECOM;ID1;AKR1C3;MICAL2
Sulbutiamine Up,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,ABCC3;NUAK1;COL5A1;PDGFC;DSE;SOX9;TBL1X;SLIT2
Berberine Up,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,FERMT1;CNN1;SMAGP;PODXL;STC2;PKIA;DIO2;ACSL5
Pimobendan Up,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,CALB2;ANXA1;SMAGP;BASP1;CREB3L1;SFN;GATA2;DKK1
Pimecrolimus Up,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,SYT1;FOXF1;CITED2;CAV1;AMIGO2;F2RL1;FAT4;LOXL2
Genz-644282 Up,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,IL1B;ID1;UCP2;KRT8;SFN;IGFBP6;PRSS23;CLU
Resiquimod Up,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,EFNB2;BMP2;MECOM;CAV1;ID1;KCNMA1;MICAL2;F2RL1
Oncrasin-1 Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,ABCC3;GPRC5A;BASP1;AKR1C3;SPOCK1;SOX9;CLU;ABCG2
Zolpidem Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,FAM171A1;JUN;SLPI;IL1B;SCNN1A;PTX3;TLR4;ABCG2
Tamibarotene Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,SLPI;PSG5;S100A2;MICAL2;SFN;SERPINB7;F3;MT1E
Vemurafenib Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,JUN;BMP2;GPRC5A;ZNF185;LDOC1;SERPINB7;IL7R;MT1E
Dienestrol Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,ABCC3;GPRC5A;KRT18;BASP1;ITGA3;TPM1;TNFAIP2;CLU
Agomelatine Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,BMP2;ATP8B1;F2RL1;SPOCK1;IGFBP6;INHBA;TLR4;ABCG2
Isradipine Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,MT2A;ZNF185;PLAUR;F2RL1;ARHGAP29;SFN;NMNAT2;SLIT2
Pseudoephedrine Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,NRP1;KRT81;PLAU;STC2;ARHGAP29;LDOC1;SFN;SOX9
MD-920 Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,CNN1;SLC14A1;GLIPR1;AKR1C3;GATA3;GATA2;TLR4;ABCG2
Milrinone Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,JUP;CITED2;PDGFC;ID1;AKR1C3;SFN;INHBA;TLR4
PI-828 Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,FOSL1;GLIPR1;GPRC5A;S100A2;DIO2;PLAUR;SFN;PITX1
m-3M3FBS Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,EFNB2;DMBT1;CITED2;PDGFC;TBL1X;DKK1;TLR4;CLU
Y-134 Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,LAMA5;MT2A;GLIPR1;ANXA1;MECOM;ACSL5;F2RL1;MT1E
SKF-81297 Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,CNN1;JUN;PLAU;PLAUR;MICAL2;INHBA;SERPINB7;STX1A
Ryuvidine Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,TLE4;SYT1;COL5A1;BASP1;AMIGO2;UCP2;SCNN1A;TBL1X
Tranilast Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,CNN1;FZD2;LAMB3;IRS1;DIO2;TNFAIP2;SOX9;ABCG2
Imperatorin Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,CITED2;IRS1;PDGFC;MICAL2;ARHGAP29;INHBA;DKK1;F3
AM-251 Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,GPRC5A;SLPI;CAV1;ID1;AMIGO2;KRT7;FJX1;CLU
GW-9662 Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,FOXF1;BASP1;F2RL1;ARHGAP29;SOX9;CLU;PBX1;MT1E
CCCP Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,EFNB2;FZD2;SLPI;CITED2;BASP1;SCNN1A;SYNPO;CLU
Sildenafil Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,EFNB2;FAM171A1;UCP2;SCNN1A;PLAUR;IL7R;DKK1;TLR4
Phenazone Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,MT2A;GPRC5A;SYT1;SCNN1A;IL7R;F3;SLC12A8;MT1E
Alrestatin Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,NUAK1;PLAU;BASP1;TPM1;MICAL2;ARHGAP29;INHBA;GAS6
Cilostazol Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,NRP1;CARD10;LAMA5;PDGFC;AMIGO2;AKR1C3;LDOC1;TBL1X
Mexiletine Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,KRT18;JUP;LAMB3;ID1;AKR1C3;KRT7;PTX3;F3
Alfuzosin Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,KRT81;ANXA1;GPRC5A;SLPI;CITED2;PLAU;KRT7;SERPINB7
Exemestane Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,DMBT1;SYT1;PODXL;ID1;MICAL2;F2RL1;PTX3;TOX
Ropinirole Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,GPRC5A;SLPI;S100A2;AKR1C3;TNFAIP2;PTX3;F3;TLR4
Prednisolone Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,GALNT6;SLPI;FOXF1;BASP1;UCP2;IL7R;CLU;PBX1
Hexylresorcinol Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,PLAU;PDGFC;AMIGO2;SCNN1A;GATA3;SERPINB7;GAS6;CLU
Dihydrodeoxygedunin Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,FAM171A1;ANXA1;SLPI;CITED2;BASP1;ID1;ACSL5;TBL1X
Phensuximide Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,EFNB2;ABCC3;AKR1C3;TNFAIP2;F2RL1;TBL1X;DKK1;ABCG2
AM-281 Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,BASP1;PKIA;ID1;UCP2;AKR1C3;SPOCK1;GATA2;TOX
Fursultiamine Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,SLC14A1;KRT81;MT2A;STC2;AKR1C3;KRT7;SOX9;KCNN4
Mephenytoin Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,CNN1;KRT18;COL5A1;SMAGP;AMIGO2;DSE;INHBA;ABCG2
Corynanthine Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,PDGFRB;ABCC3;SYT1;STC2;DSE;AKR1C3;GAS6;MT1E
SC-19220 Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,CITED2;ID1;SECTM1;F2RL1;ARHGAP29;IGFBP6;GPRC5C;CLU
Dubinidine Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,EFNB2;ATP8B1;IL1B;TPBG;ID1;MICAL2;IGFBP6;INHBA
Alda-1 Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,PLAC8;ARL4C;BMP2;BASP1;STC2;AKR1C3;FLNB;PITX1
Prima-1-Met Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,SLPI;SYT1;STAC;BASP1;TNFAIP2;KRT7;PTX3;CLU
KU-C103885 Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,IL11;MECOM;S100A2;PODXL;UCP2;SCNN1A;TOX;IL7R
TEPP-46 Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,GALNT6;BDNF;STC2;PLAGL1;IGFBP6;CLU;PITX1;MT1E
Sumatriptan Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,PLAC8;ANXA1;SLPI;PODXL;TNFAIP2;IL7R;F3;PBX1
Terbinafine Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,TLE4;ANXA1;SLPI;PSG5;ARHGAP29;GATA2;SERPINB7;DKK1
ST-4034917 Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,ABCC3;JUP;SYT1;CITED2;TPBG;AKR1C3;FLNB;KCNN4
Pyroxamide Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,FERMT1;MECOM;STC2;ID1;TNFAIP2;KRT7;PTX3;SOX9
KIN001-127 Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,FAM171A1;GLIPR1;COL5A1;STC2;KRT7;PAWR;TOX;PITX1
6-Hydroxytropinone Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,ABCC3;FERMT1;MECOM;S100A2;SYT1;IRS1;TNFAIP2;TLR4
SD-6-035-A11 Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,PLAC8;LAMA5;GPRC5A;ZNF185;LAMB3;AXL;GATA3;FJX1
Ataluren Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,BMP2;MECOM;SYT1;FOXF1;ATP8B1;UCP2;F2RL1;ARHGAP29
MW-STK33-23 Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,GALNT6;SLPI;S100A2;SYT1;AMIGO2;TBL1X;DKK1;CLU
Methapyrilene Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,FAM171A1;SYT1;AKR1C3;KRT7;ARHGAP29;SPOCK1;GATA3;CLU
YL-52 Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,KRT81;MT2A;S100A2;CITED2;PLAU;SCNN1A;KRT7;MT1E
YL-59 Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,FERMT1;GLIPR1;ANXA1;PLAU;PDGFC;AKR1C3;SFN;ABCG2
Ampyrone Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,ABCC3;ARL4C;FERMT1;GALNT6;SLPI;PKP2;PLAUR;DKK1
Asenapine Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,CARD10;PXDN;UCP2;ARHGAP29;LDOC1;INHBA;GAS6;TLR4
Amikacin Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,MT2A;ANXA1;TPBG;ID1;KRT8;F2RL1;IL7R;DKK1
Etofenamate Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,CNN1;KRT81;MT2A;PODXL;PTX3;DKK1;TLR4;PITX1
Ethynodiol Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,TLE4;CNN1;COL5A1;PLAGL1;DSE;TNFAIP2;SLIT2;IL7R
Ethaverine Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,EFNB2;FAM171A1;GPRC5A;S100A2;STC2;SFN;PTX3;ABCG2
Levalbuterol Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,PLAC8;STC2;PDGFC;DSE;MICAL2;ARHGAP29;LDOC1;IL7R
Tiletamine Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,GPRC5A;ZNF185;ITGA3;PDGFC;SCNN1A;MICAL2;INHBA;GAS6
Nitrobenzene Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,PLAC8;CITED2;AXL;AKR1C3;F2RL1;SPOCK1;IGFBP6;INHBA
Glutaraldehyde Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,CNN1;SLPI;MECOM;COL5A1;IL1B;TNFAIP2;F3;TLR4
HP-163 Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,FAM171A1;GPRC5A;SLPI;TNFRSF12A;PXDN;KRT7;SOX9;MT1E
Simazine Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,BMP2;BASP1;IL1B;ID1;UCP2;SCNN1A;AKR1C3;PTX3
Vinylidene-Chloride Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,EFNB2;JUP;ARHGAP29;SPOCK1;SFN;FLNB;SOX9;TLR4
N-Nitrososarcosine Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,FAM171A1;NRP1;CITED2;BASP1;STC2;PDGFC;UCP2;DKK1
Styrene Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,BMP2;ANXA1;PLAU;IL1B;TPBG;DSE;PLAUR;INHBA
Gossypin Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,FAM171A1;KRT81;GPRC5A;SLPI;JUP;DMBT1;AKR1C3;SLIT2
Z-154373220 Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,JUP;S100A2;LAMB3;DPYD;AMIGO2;SFN;SOX9;IGFBP6
GALR2 GALANIN Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,GPRC5A;SLPI;PODXL;SCNN1A;KRT7;SFN;IGFBP6;PITX1
GPR151 GALP Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,FZD2;SYT1;COL5A1;CITED2;PLAGL1;KRT7;SPOCK1;PITX1
Lucitanib Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,KRT18;CITED2;KRT8;AKR1C3;KRT7;SOX9;TLR4;MT1E
Albendazole-Oxide Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,PLAC8;GPRC5A;JUP;DMBT1;FOXF1;ID1;SFN;SYNPO
Rebastinib Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,MT2A;SLPI;JUP;PXDN;UCP2;SCNN1A;KRT7;SFN
BTS-54505 Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,FAM171A1;CAV1;AKR1C3;KRT7;NMT2;IGFBP6;INHBA;IL7R
CS-917 Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,FAM171A1;MT2A;S100A2;ID1;AMIGO2;TNFAIP2;INHBA;TLR4
E-7449 Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,FAM171A1;GPRC5A;PLAU;PODXL;UCP2;MICAL2;PTX3;STX1A
Conivaptan Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,EFNB2;FAM171A1;JUN;S100A2;PODXL;PTX3;TLR4;STRA6
Tipranavir Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,PLAC8;GALNT6;ANXA1;GPRC5A;CREB3L1;PKP2;GATA3;F3
Glycitein Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,FZD2;PSG5;AMIGO2;UCP2;SPOCK1;LDOC1;GATA2;IL7R
Lumiracoxib Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,NRP1;MECOM;BASP1;CREB3L1;TBL1X;IGFBP6;KCNN4;PITX1
MK-0812 Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,ANXA1;S100A2;PLAU;ID1;AKR1C3;IGFBP6;DKK1;MT1E
SA-1938756 Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,ABCC3;FAM171A1;CNN1;AMIGO2;SLC2A1;TBL1X;IL7R;MT1E
SA-441092 Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,CNN1;KRT81;ANXA1;STC2;DSE;F2RL1;INHBA;DKK1
SA-418267 Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,DMBT1;SYT1;BASP1;ID1;KCNN4;IL7R;CLU;SLC12A8
Glutamyldopamine Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,BASP1;PODXL;PDGFC;KRT8;PLAUR;F2RL1;SOX9;FJX1
BG-1025 Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,LAMA5;GALNT6;PLAU;PODXL;STC2;ID1;DKK1;MT1E
IDRA-21 Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,ABCC3;FAM171A1;NRP1;PLAGL1;KRT7;PTX3;KCNN4;GAS6
Bendamustine Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,EFNB2;MECOM;DSE;PKP2;F2RL1;TOX;CLU;ABCG2
Lacitol Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,LAMB3;PODXL;UCP2;AKR1C3;SLC2A1;GATA2;GAS6;ABCG2
Triptorelin Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,GLIPR1;KRT18;SLPI;TNFRSF12A;CITED2;MICAL2;F2RL1;SOX9
Oxiperomide Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,CARD10;SLPI;MECOM;S100A2;AKR1C3;ACSL5;ARHGAP29;SFN
AV-608 Down,8/245,0.00653134,0.01099143,0,0,3.05344585,15.3623215,ANXA1;STC2;TPBG;ARHGAP29;SFN;SOX9;GATA2;CLU
Bms Up,8/246,0.00668767,0.01099143,0,0,3.04046063,15.2250745,PLAC8;CNN1;DIO2;SOX9;DKK1;TLR4;PITX1;PBX1
PRT-062607 Up,8/246,0.00668767,0.01099143,0,0,3.04046063,15.2250745,LAMA5;FZD2;PODXL;SCNN1A;KRT7;ARHGAP29;GAS6;PBX1
Aloisine Up,8/246,0.00668767,0.01099143,0,0,3.04046063,15.2250745,MECOM;TPBG;UCP2;KRT8;AKR1C3;F2RL1;GAS6;TLR4
Dichlorobenzamil Up,8/246,0.00668767,0.01099143,0,0,3.04046063,15.2250745,ABCC3;JUP;SYT1;BASP1;TNFAIP2;SOX9;TBL1X;PBX1
Lonidamine Up,8/246,0.00668767,0.01099143,0,0,3.04046063,15.2250745,PODXL;TPBG;UCP2;KRT8;PKP2;KRT7;TOX;FJX1
Limonin Up,8/246,0.00668767,0.01099143,0,0,3.04046063,15.2250745,PLAC8;PDGFRB;NRP1;BMP2;PLAU;MICAL2;F2RL1;IL7R
Benzanthrone Up,8/246,0.00668767,0.01099143,0,0,3.04046063,15.2250745,FOSL1;ZNF185;SLPI;PODXL;SECTM1;FJX1;LOXL2;ABCG2
