Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
SKF-77434 Up,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,GALNT14;ERAP2;PLK2;LRRC17;AMIGO2;MYLK;PSMA6;COL1A2;TMEM158;CLEC2B;COL6A2;COL6A1;TCF4;CA9;XAF1;GBP1;IDO1
Gavestinel Up,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,ABCC3;LAMB3;FOXG1;NR2F1;IFI44;RND3;TGFBR2;GREM1;COL6A2;ID1;SCG5;CYP1B1;CA9;IGFBP6;MYL9;PITX1;VCL
Clomipramine Up,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,NRP1;VCAM1;IGFBP5;VEGFC;ATP2B1;SULF1;CXCL3;CXCL2;DCN;ARL4C;TMEM158;CLEC2B;DPYD;CYP1B1;CCL2;CFB;FBN1
Capsazepine Up,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,ABCC3;MCFD2;HS3ST3A1;HSPA5;FOXG1;AKR1C3;STC1;PLOD2;PTN;ATP2B1;VEGFA;GREM1;TMEM158;ANPEP;STC2;PDGFC;SLC38A2
Pantoprazole Up,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,PARM1;ATP8B1;FOXG1;UBE2E3;NR2F1;PLOD2;CXCL1;CXCL2;ING2;PLCB3;COL3A1;EFEMP2;ARHGDIB;SCG5;EFHD2;MT1E;ENG
Rosuvastatin Up,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,NRP1;ZNF185;WNT5A;AKR1C3;PLOD2;NR2F2;ATP2B1;SULF1;NR3C1;CLU;THBS1;PBX1;TGFBR2;PDGFC;IL6ST;MAP4K4;FBN1
Altrenogest Up,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,PPP1R14B;IGFBP5;LAMB2;TFPI2;KRT8;MICAL2;TBX3;EREG;FOSL1;PLCB3;COL1A2;COL6A2;COL6A1;EFHD2;COL6A3;VCL;MAP4K4
GR-113808 Up,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,COLEC12;CSF1R;SERPINB2;RTN1;ATP8B1;MX1;CXCL1;IFI44L;PDZD2;CLEC2B;MECOM;CDC42EP4;ARHGDIB;COL4A5;EPHB2;GBP1;IDO1
Phenolphthalein Up,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,CA12;POSTN;TPM4;ITGB4;MBOAT7;AKR1C3;SLC2A1;PLOD2;ATP2B1;VEGFA;FOSL1;EXT1;BCL3;COL4A5;SOX9;IDO1;TGM2
Cimaterol Up,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,CA12;POSTN;SERPINB2;SYT1;PLK2;LRRC17;MX1;NR2F1;IFI44;DKK1;IFI44L;PSMB9;COL3A1;TMEM158;STC2;COL4A5;GBP1
Vinburnine Up,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,CA12;NRP1;SERPINB2;TPM4;IGFBP5;ERAP2;STC1;CXCL1;CXCL3;THBS1;MYLK;EREG;ANPEP;SCG5;COL4A5;PITX1;GBP1
Moracizine Up,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,KANK2;PCSK1;POSTN;IGFBP5;FOXF1;CITED2;TFPI2;NR2F1;STC1;TRHDE;TMEM158;AXL;COL6A1;COL4A6;SCG5;EFHD2;IL6ST
I-OMe-AG-538 Up,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,TLE4;ABCC3;PCSK1;KRT81;SERPINB2;NNMT;CITED2;FOXG1;SECTM1;NR2F2;DKK1;CLU;EXT1;ANPEP;COL6A2;PXDN;MT1E
JAS07-001 Up,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,CA12;RTN1;ZNF185;IGFBP5;SMAGP;AKR1C3;NR2F2;DKK1;IFI44L;ELK3;TGFBR2;MT2A;RELN;ANPEP;EPHB2;IL6ST;MAP4K4
KU-C104133 Up,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,TLE4;NRP1;ITGB4;MBOAT7;IFI44;PTN;SOD3;IFI44L;EXT1;KRT18;STC2;ITGBL1;PPARG;CA9;SOX9;GBP1;STX1A
VU-0011562 Up,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,PPP1R14B;CFH;LAMB3;FOXF1;IRS1;WNT5A;GREM1;PLCB3;COL3A1;COL1A2;MECOM;COL7A1;ID1;COL6A3;GBP1;MT1E;IDO1
KU-C103884 Up,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,POSTN;SERPINB2;SDC4;UBE2E3;KRT8;NR2F1;AKR1C3;G0S2;RND3;THBS1;EREG;TGFBR2;FOSL1;KRT18;TNIP1;GABRE;RIN2
Glycopyrrolate Up,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,CFH;HSPA5;MBOAT7;IFI44;G0S2;NR2F2;IFI44L;DCN;EXT1;CLEC2B;MECOM;LOX;DPYD;SPOCK1;XAF1;GBP1;CFB
Linezolid Up,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,KLF10;POSTN;TPM4;ATP8B1;PLK2;G0S2;MEOX2;CXCL3;NID2;CXCL2;THBS1;TGFBR2;CDH6;PLAU;PODXL;SCG5;ITGBL1
Loratadine Up,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,VCAM1;PLK2;IFI44;ISG15;CXCL3;DKK1;CLU;CXCL2;IFI44L;DCN;RELB;COL3A1;OAS2;COL5A2;CYP1B1;SPOCK1;IGFBP6
Benproperine Up,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,HS3ST3A1;MBOAT7;WNT5A;HSPB7;AKR1C3;PLOD2;TNFRSF11B;CLU;PBX1;VEGFA;STC2;ZC3H12A;SCG5;GABRE;PITX1;CFB;TGM2
Propylpyrazole Up,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,NNMT;VCAM1;SYT1;FOXF1;G0S2;RELB;CDH6;GREM1;MT2A;IL1B;PDGFC;SCG5;CYP1B1;AOX1;SPOCK1;PDLIM5;MT1E
BG-FA-0953 Up,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,KLF10;SERPINB2;HSPA5;PLK2;AKR1C3;PLOD2;PTN;CLU;RND3;FOSL1;PDZD2;IRF1;ID1;SERPINH1;SCG5;CFB;MT1E
AT-7519 Up,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,IGFBP3;CXCL1;LAMC1;THBS1;EREG;GNAI2;FOSL1;MECOM;COL6A2;ARHGDIB;COL6A1;COL4A6;SCG5;COL4A5;CCL2;IDO1;CPA4
VX-222 Up,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,KLF10;GALNT14;SERPINB2;TPM4;ATP8B1;TFPI2;SERPINB9;PLOD2;CXCL1;SULF1;NR3C1;RND3;DCN;EREG;TMEM158;FLNB;PITX1
Rivaroxaban Up,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,POSTN;RTN1;CFH;AKR1C3;LTBP2;NR2F2;PTN;CXCL2;EXT1;COL3A1;MECOM;ANPEP;SERPINH1;TCF4;FMOD;XAF1;CFB
Spectinomycin Up,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,TLE4;IL4R;FOXG1;TFPI2;MX1;MICAL2;ISG15;PBX1;IFI44L;RELB;NFKBIA;PSMA6;PDZD2;OAS2;DLC1;ARHGDIB;CCL2
Oxetacaine Up,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,GALNT14;SERPINB2;SMAGP;TFPI2;KRT8;AKR1C3;G0S2;TNFRSF11B;RND3;ELK3;EREG;VEGFA;NET1;TMEM158;PODXL;STC2;ID1
Sisomicin Up,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,GALNT6;PARM1;VCAM1;SMURF2;FOXF1;IRS1;TFPI2;STC1;TNFRSF11B;CXCL1;NR2F2;TBX3;GREM1;CLEC2B;RASA1;SCG5;SPOCK1
Rivastigmine Up,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,GALNT6;EDN1;FZD2;RTN1;CFH;IGFBP5;TRHDE;CXCL2;EGFR;RELB;EXT1;PLCB3;CLEC2B;MECOM;CDC42EP4;DLC1;ARHGDIB
SA-83851 Up,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,KRT81;NNMT;RTN1;GCNT1;TFPI2;LPAR1;G0S2;PLOD2;DKK1;THBS1;TGFBR2;FGD6;SCG5;COL4A5;IL6ST;GBP1;FBN1
LUC ALARIN Up,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,CA12;NRP1;CITED2;PLK2;STC1;TAP1;CXCL1;NR3C1;ELL2;ELK3;COL1A2;ANPEP;COL6A2;CSNK2B;CA9;PITX1;IDO1
Oxypurinol Up,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,KLF10;SAMD9;PLK2;MX1;KRT8;IFI44;ISG15;DKK1;CLU;IFI44L;RELB;KRT18;PODXL;OAS2;ID1;BCL3;PMAIP1
Amprenavir Up,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,COLEC12;PCSK1;POSTN;NNMT;SYT1;PLK2;IFI44;ISG15;PTN;IFI44L;COL3A1;CLEC2B;DLC1;ARHGDIB;COL5A2;CYP1B1;GBP1
Miglustat Up,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,ZNF185;CAB39;FOXF1;BDNF;IGFBP3;TFPI2;STC1;SERPINB9;EXT1;LOX;COL5A1;DDAH1;COL6A2;MXRA8;COL4A5;EPHB2;GABRE
Eperezolid Up,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,COLEC12;IGFBP5;TPM4;ERAP2;LRRC17;WNT5A;G0S2;LAMC2;CXCL3;MYLK;DKK3;COL1A2;IRF1;SPIN1;COL6A3;SOX9;EPHB2
Mdivi-1 Up,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,GALNT6;MCFD2;MX1;NR2F1;TAP1;TRHDE;ELK3;DRAP1;PLCB3;KRT18;TNIP1;ANPEP;IL1B;COL6A1;ITGA5;EPHB2;MAP4K4
DMH1 Up,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,CA12;SERPINB2;VCAM1;SYT1;IGFBP3;IFI44;G0S2;CXCL3;NID2;CXCL2;EREG;RELB;PDZD2;IL1B;COL7A1;EHBP1L1;FLNB
BAY-598 Up,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,ABCC3;KLF10;NNMT;LAMB3;AMIGO2;WNT5A;MICAL2;RRAS2;G0S2;PTN;OSMR;NR3C1;CDH6;RELN;SCG5;CYP1B1;TGM2
Daprodustat Up,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,KLF10;ZNF185;LAMB3;IGFBP3;SPAG4;SLC2A1;STC1;PLOD2;VEGFA;LOXL2;ING2;TMEM158;LOX;TNIP1;SPOCK1;TCF4;CA9
Clinofibrate Up,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,ABCC3;GALNT6;HS3ST3A1;PARM1;VCAM1;SYT1;SMAGP;LAMC1;RELB;COL1A2;TNIP1;DPYD;COL4A6;COL4A5;CA9;IDO1;TGM2
Pranidipine Up,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,SMURF2;LRRC17;AKR1C3;G0S2;ISG15;DKK1;PSMB9;GREM1;CLEC2B;LOX;COL5A2;CYP1B1;AOX1;COL6A3;PPARG;GAS6;IDO1
SA-102787 Up,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,PCSK1;GALNT6;NNMT;PCOLCE;DKK1;NID2;THBS1;THBD;COL3A1;CLEC2B;PODXL;DLC1;ID1;MXRA8;COL6A3;SOX9;IGFBP6
SKF-82958 Up,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,ATP8B1;FOXG1;LRRC17;LPAR1;NR2F1;THBS1;IFI44L;DKK3;CLEC2B;STC2;RASA1;PDGFC;ARHGDIB;TCF4;IL6ST;IDO1;MT1E
WAY-405 Up,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,ABCC3;GALNT6;POSTN;LTBP2;SULF1;DKK1;TBX3;MYLK;DKK3;ARL4C;DLC1;RASA1;PDGFC;ID1;COL5A2;ITGBL1;EPHB2
SKF-104078 Up,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,GALNT14;TGFB2;VCAM1;TPM4;IGFBP5;ATP8B1;ITGB4;FOXG1;WNT5A;IFI44;PLOD2;TNFRSF11B;IFI44L;STC2;ARHGDIB;CYP1B1;SPOCK1
Bendamustine Up,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,PCSK1;CITED2;UBE2E3;MICAL2;DKK1;RND3;TBX3;TMEM158;KRT18;CLEC2B;PDGFC;ID1;COL4A5;SPOCK1;SOX9;RIN2;CFB
Mubritinib Up,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,ABCC3;COLEC12;NNMT;IRS1;PLK2;AMIGO2;TFPI2;CXCL2;THBS1;DCN;MYLK;TGFBR2;GREM1;AXL;DLC1;PDGFC;SCG5
RG-7388 Up,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,NNMT;SDC4;TPM2;AMIGO2;WNT5A;TFPI2;KRT8;G0S2;RND3;MYLK;LOXL2;GREM1;MT2A;CLEC2B;LOX;PXDN;SLC38A2
Hydroflumethiazide Down,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,SERPINB2;SDC4;AMIGO2;MX1;KRT8;VEGFC;CXCL1;CXCL3;CXCL2;RELB;GREM1;KRT18;TNIP1;ID1;CYP1B1;AOX1;PPARG
Morantel Down,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,GALNT6;NNMT;AMIGO2;TFPI2;KRT8;RRAS2;SERPINB9;PTN;LAMC1;DKK1;RND3;MYLK;KRT18;MECOM;STC2;SOX9;FLNC
Aminomethyltransferase Down,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,CA12;KRT81;NNMT;MBOAT7;AKR1C3;MICAL2;CLU;VEGFA;INHBE;KRT18;STC2;PXDN;CYP1B1;SOX9;SLC38A2;CFB;TGM2
Rimcazole Down,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,KLF10;POSTN;FOXE1;CCDC68;SERPINB9;CXCL1;LAMC2;CXCL3;NID2;CXCL2;RELB;MECOM;DLC1;ID1;PPARG;MT1E;HBEGF
Levcromakalim Down,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,CA12;GALNT6;NNMT;LAMB3;LAMA3;AKR1C3;LAMC2;NMNAT2;MEOX2;NR3C1;DKK1;CXCL2;THBS1;GALNT10;MYLK;IL6ST;MT1E
Ro-19-4605 Down,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,ABCC3;RTN1;VCAM1;ITGB4;KRT8;TAP1;SEMA3F;CLU;CDH6;MT2A;IL6;KRT18;PODXL;SCG5;SOX9;CFB;IDO1
Meclizine Down,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,CA12;KLF10;POSTN;SERPINB2;ZNF185;CFH;IGFBP5;MEOX2;SULF1;FGF1;CXCL3;DKK1;CLU;CXCL2;THBS1;PODXL;FJX1
Indolophenanthridine Down,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,CA12;JUN;TPM4;CITED2;SIAH2;TPM2;SERPINB7;ELL2;CLU;TGFBR2;TMEM158;KRT18;LOX;COL4A6;COL4A5;SOX9;KCNN4
Harpagoside Down,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,GALNT6;RTN1;TFPI2;AKR1C3;CXCL1;NR2F2;CLU;GREM1;MECOM;ANPEP;PXDN;CYP1B1;AOX1;SOX9;GAS6;CFB;IDO1
CL-82198 Down,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,ZNF185;MBOAT7;MX1;MICAL2;G0S2;CLU;THBS1;RELB;IL1RL1;PDZD2;DDAH1;TNIP1;PODXL;OAS2;CREB3L1;BCL3;ZYX
Deoxyandirobin Down,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,EDN1;POSTN;NNMT;MBOAT7;AMIGO2;MX1;RRAS2;ISG15;RND3;THBS1;RELB;OAS2;COL5A2;FMOD;XAF1;PDLIM5;MT1E
Cortisone-Acetate Down,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,KLF10;NRP1;SERPINB2;RTN1;AKR1C3;SLC2A1;MICAL2;ATP2B1;DCN;CYP1B1;AOX1;COL6A3;CDH13;ITGA5;FMOD;STX1A;TGM2
Robustic-Acid Down,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,COLEC12;HS3ST3A1;RTN1;CFH;IGFBP5;SYT1;IRS1;SERPINB9;PLOD2;CXCL1;NR2F2;NID2;IL6;COL5A2;CYP1B1;CCL2;TCF4
Pentobarbital Down,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,VCAM1;CFH;SYT1;EPAS1;MICAL2;CXCL1;CXCL3;CXCL2;GREM1;IL6;PDZD2;LOX;PXDN;SOX9;GAS6;GBP1;FBN1
TMPH Down,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,RTN1;FOXF1;TPM2;TFPI2;KRT8;SERPINB9;ATP2B1;CLU;DCN;KRT18;CDC42EP4;COL5A2;DSE;ITGBL1;SLC38A2;MT1E;TGM2
Daidzein Down,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,NRP1;GALNT14;SERPINB2;TPM4;SIAH2;UBE2E3;MBOAT7;PLOD2;PTN;ATP2B1;EXT1;CDH6;BCL3;CYP1B1;SPATS2L;COL4A5;XAF1
W-5 Down,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,GALNT14;HSPA5;ITGB4;MBOAT7;AKR1C3;CXCL1;CXCL3;THBS1;GLG1;GALNT10;GREM1;COL5A1;ANPEP;STC2;CYP1B1;GAS6;ST6GALNAC4
Quinethazone Down,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,PCSK1;SLC14A1;HS3ST3A1;IGFBP5;ERAP2;FOXG1;PLOD2;CXCL3;DKK1;TBX3;VEGFA;MT2A;MECOM;CYP1B1;SOX9;KCNN4;SLC38A2
JAS07-008 Down,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,BDNF;PLK2;AMIGO2;WNT5A;MICAL2;RRAS2;SERPINB9;ATP2B1;DCN;EXT1;TMEM158;KRT18;DDAH1;DPYD;COL5A2;DSE;CYP1B1
Lofexidine Down,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,NNMT;VCAM1;SYT1;MICAL2;CXCL1;CXCL3;CLU;CXCL2;RND3;IFI44L;ELK3;RELB;KRT18;DDAH1;AXL;DLC1;ST6GALNAC4
AMZ-30 Down,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,KLF10;COLEC12;ZNF185;SDC4;ERAP2;NR2F1;NMNAT2;THBS1;RELB;VEGFA;THBD;COL1A2;TMEM158;PDGFC;SCG5;GBP1;IDO1
Loteprednol Down,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,COLEC12;POSTN;IGFBP5;IRS1;FOXG1;MBOAT7;AMIGO2;SLC2A1;TAP1;GLG1;PBX1;STC2;FEZ2;COL5A2;EFHD2;COL6A3;TCF4
Terbinafine Down,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,CA12;TLE4;NNMT;ITGB4;TFPI2;G0S2;SERPINB9;CXCL1;SERPINB7;CXCL3;DKK1;CXCL2;GLG1;VEGFA;CYP1B1;AOX1;CFB
TMI-15 Down,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,ABCC3;ERAP2;SMAGP;FOXG1;MX1;PCOLCE;ELK3;DKK3;FOSL1;NFKBIA;PDGFC;ID1;NFE2L3;QSOX1;PPARG;SOX9;KCNN4
EMF-sumo1-2 Down,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,POSTN;TFPI2;MX1;IFI44;G0S2;ISG15;LAMC2;SULF1;FGF1;IFI44L;TBX3;RELB;GREM1;KRT18;PLAU;SCG5;CFB
6-Hydroxytropinone Down,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,ABCC3;CFH;SYT1;IRS1;ITGB4;TPM2;MX1;IFI44;ISG15;IFI44L;DCN;GREM1;COL3A1;PDZD2;MECOM;COL7A1;COL5A2
ARG-CSC-18 Down,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,CA12;NNMT;ZNF185;CFH;LPAR1;AKR1C3;G0S2;SERPINB9;CXCL1;PTN;CLU;TGFBR2;TNIP1;ANPEP;CYP1B1;PPARG;SOX9
Procyclidine Down,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,CA12;SERPINB2;VCAM1;PLK2;SIAH2;HSPB7;AKR1C3;ATP2B1;RELB;TGFBR2;EXT1;NFKBIA;ARL4C;ANPEP;STC2;PXDN;SCG5
Niflumic-Acid Down,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,CA12;NRP1;CFH;SDC4;SYT1;SIAH2;AMIGO2;AKR1C3;CXCL2;ELK3;SERTAD3;AXL;ID1;TCF4;IGFBP6;PDLIM5;MAP4K4
Clindamycin Down,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,KLF10;SERPINB2;NNMT;CRIM1;G0S2;CXCL1;SERPINB7;CXCL3;CXCL2;THBS1;MYLK;EREG;EXT1;PPP1R13L;CYP1B1;GAS6;MT1E
Amikacin Down,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,SDC4;CAB39;TFPI2;KRT8;STC1;G0S2;TNFRSF11B;SULF1;DKK1;THBS1;DKK3;NET1;GREM1;MT2A;ID1;IL6ST;SLC38A2
Methylethylketoxime Down,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,CA12;COLEC12;PARM1;SYT1;ERAP2;CITED2;IRS1;TFPI2;AKR1C3;G0S2;NR3C1;TRHDE;GLG1;COL4A6;PPARG;FLNB;MAP4K4
SA-424764 Down,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,KLF10;NRP1;CITED2;PLK2;LRRC17;AKR1C3;ISG15;KRT18;CLEC2B;TNIP1;COL5A2;CYP1B1;SPATS2L;CFB;IDO1;MAP4K4;TGM2
Hippuric-Acid Down,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,SERPINB2;CFH;CITED2;AMIGO2;WNT5A;IFI44;RRAS2;DKK1;THBS1;EXT1;RELN;PDZD2;CLEC2B;PODXL;ITGBL1;PPARG;SLC38A2
Albendazole-Oxide Down,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,PCSK1;CD96;VCAM1;IGFBP5;FOXF1;LRRC17;NR2F1;NID2;THBS1;TGFBR2;COL3A1;IRF1;ID1;ARHGDIB;COL5A2;PPARG;GBP1
Pravastatin-Lactone Down,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,GALNT6;LAMB3;TFPI2;MEOX2;CXCL3;NID2;RND3;ESM1;COL3A1;COL1A2;CLEC2B;ANPEP;COL5A2;PPARG;GABRE;IDO1;HBEGF
EPZ-015666 Down,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,CFH;LAMB3;ITGB4;CXCL1;LAMC2;NR3C1;RND3;GALNT10;INHBE;EXT1;IL1A;DDAH1;DPYD;SCG5;CYP1B1;GAS6;MAGEA4
BMS-906024 Down,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,CD96;CAB39;ERAP2;FOXF1;PLK2;TPM2;LAMA3;TRHDE;CDH6;GREM1;ARL4C;PDGFC;ID1;PITX1;SLC38A2;EPHA2;HBEGF
Centpropazine Down,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,KRT81;POSTN;SDC4;ERAP2;SMAGP;IGFBP3;HSPB7;MX1;TNFRSF11B;LAMC2;CXCL1;CXCL3;CXCL2;GALNT10;ARL4C;PODXL;STC2
Delphinidin Down,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,ABCC3;ITGB4;TPM2;SERPINE1;DKK1;THBS1;EREG;EXT1;MT2A;LOX;ANPEP;STC2;DSE;ITGBL1;CCL2;SOX9;GBP1
SA-441487 Down,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,CITED2;LRRC17;LPAR1;AKR1C3;PCOLCE;DKK1;CLU;NID2;DCN;EREG;CLEC2B;MECOM;IRF1;COL6A2;SPIN1;SPATS2L;STX1A
N-Bromoacetyltryptamine Down,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,IGFBP5;FOXF1;AMIGO2;WNT5A;TFPI2;G0S2;DKK3;GREM1;COL3A1;COL1A2;NME7;PODXL;COL5A2;SCG5;NFE2L3;ITGBL1;FBN1
6-Nitrodopamine Down,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,TLE4;EDN1;SERPINB2;NNMT;VCAM1;TPM4;CITED2;SIAH2;HSPB7;TNFRSF11B;EXT1;GREM2;DLC1;COL6A1;SERPINH1;ZYX;SLC38A2
Butyrolactone Down,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,CSF1R;SDC4;FOXG1;TFPI2;NR2F1;MICAL2;PTN;ELK3;MECOM;AXL;PDGFC;ID1;KCNMA1;SOX9;KCNN4;RIN2;STX1A
BG-1023 Down,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,TLE4;EDN1;SERPINB2;VCAM1;PLOD2;CXCL3;DCN;CLEC2B;COL5A1;CREB3L1;IRF1;DPYD;SPATS2L;FMOD;PDLIM5;GBP1;STX1A
Secalciferol Down,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,ABCC3;EPAS1;IGFBP3;SERPINE1;G0S2;GNAI2;VEGFA;INHBE;EXT1;TNIP1;STC2;SCG5;QSOX1;FLNB;KCNN4;IL6ST;MT1E
Blonanserin Down,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,ABCC3;GALNT14;SERPINB2;NNMT;HSPB7;MICAL2;PLOD2;SERPINB7;NR3C1;DCN;RELB;TGFBR2;CDH6;TMEM158;SCG5;AOX1;FJX1
Isofloxythepin Down,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,JUN;WNT5B;ERAP2;TFPI2;MICAL2;PLOD2;AMPD3;OSMR;NR3C1;DKK3;PDZD2;MECOM;LOX;TNIP1;IL1B;MT1E;ENG
Oxiperomide Down,17/245,1.19E-04,2.50E-04,0,0,3.046117678,27.52614179,PCSK1;CFH;MX1;AKR1C3;TAP1;ISG15;SEMA3F;NR3C1;RND3;CLEC2B;MECOM;ANPEP;EPHB2;GBP1;CFB;IDO1;DPEP3
GSK-2110183 Up,17/246,1.25E-04,2.57E-04,0,0,3.032658574,27.25501789,TLE4;NNMT;AMIGO2;KRT8;DCN;ELK3;EREG;EXT1;KRT18;COL5A1;DLC1;COL5A2;ITGBL1;PPARG;RIN2;SLC38A2;EPHA2
KUC107191N Up,17/246,1.25E-04,2.57E-04,0,0,3.032658574,27.25501789,NNMT;RTN1;VCAM1;CFH;SMURF2;MX1;TAP1;NR2F2;PTN;CLU;RND3;VEGFA;PSMB9;CYP1B1;CCL2;CFB;IDO1
