Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
Aminogenistein Up,7/239,0.019222281,0.053569649,0,0,2.69237128,10.63940377,TAGLN;SPINK1;CALB1;BASP1;PDGFC;HSD17B2;MSLN
Lasalocid Up,7/239,0.019222281,0.053569649,0,0,2.69237128,10.63940377,IL32;MLPH;NUPR1;TGM2;SSX1;LTF;TTN
SB-200646 Up,7/239,0.019222281,0.053569649,0,0,2.69237128,10.63940377,GLIPR1;WWC1;KRT7;SLAMF7;SPINT2;SOX9;TGM2
Bisacodyl Up,7/239,0.019222281,0.053569649,0,0,2.69237128,10.63940377,GLIPR1;TAGLN;FAP;PLAU;MMP3;AOX1;SERPINB7
KU-C104337 Up,7/239,0.019222281,0.053569649,0,0,2.69237128,10.63940377,GDF15;MMP3;DYSF;SFN;NUPR1;TOX;MSLN
Clotrimazole Up,7/239,0.019222281,0.053569649,0,0,2.69237128,10.63940377,POSTN;SPINK1;PDGFC;SCG5;ACSL5;NMNAT2;FSTL1
Benzethonium Up,7/239,0.019222281,0.053569649,0,0,2.69237128,10.63940377,FAP;ANXA3;GDF15;PDGFC;PKP2;AOX1;NUPR1
Regorafenib Up,7/239,0.019222281,0.053569649,0,0,2.69237128,10.63940377,SEMA5A;TAGLN;SPINK1;CREB3L1;NUPR1;MSLN;FSTL1
Piperine Down,7/239,0.019222281,0.053569649,0,0,2.69237128,10.63940377,GABRP;KRT81;IL1RL1;CALB1;PLAU;SFN;TSPAN1
KU-C103443N Down,7/239,0.019222281,0.053569649,0,0,2.69237128,10.63940377,RGS4;GLIPR1;CITED2;SUSD4;SCG5;KRT7;MMP9
Dirithromycin Down,7/239,0.019222281,0.053569649,0,0,2.69237128,10.63940377,KRT81;GRB14;CITED2;BIK;PLAU;IL18;KRT7
Sparfloxacin Down,7/239,0.019222281,0.053569649,0,0,2.69237128,10.63940377,CITED2;MMP3;VEGFC;AOX1;SPINT2;TSPAN1;LTF
Dalfampridine Down,7/239,0.019222281,0.053569649,0,0,2.69237128,10.63940377,CDA;ANXA3;PLXNA2;EPS8L2;ADRB2;TGM2;MAPK13
SA-1457169 Down,7/239,0.019222281,0.053569649,0,0,2.69237128,10.63940377,SRGN;BIK;PDGFC;SCG5;SOX9;MSLN;SSX1
AEE-788 Down,7/239,0.019222281,0.053569649,0,0,2.69237128,10.63940377,POSTN;PDGFC;HSD17B2;SPP1;ARHGAP29;MMP9;MAPK13
Pazopanib Up,7/240,0.019616508,0.053569649,0,0,2.680678856,10.53877743,RGS4;SRGN;POSTN;MLPH;PLAU;SLCO1B3;ANXA10
CGP-12177 Up,7/240,0.019616508,0.053569649,0,0,2.680678856,10.53877743,NUAK1;TAGLN;MLPH;FAP;NAV3;PLXNA2;TTN
WHI-P154 Up,7/240,0.019616508,0.053569649,0,0,2.680678856,10.53877743,SEMA5A;GABRP;MME;BASP1;CYP4F3;ACSL5;NUPR1
Terfenadine Up,7/240,0.019616508,0.053569649,0,0,2.680678856,10.53877743,SULT1C2;SPINK1;MLPH;GDF15;BASP1;SOX9;NUPR1
Cyproheptadine Up,7/240,0.019616508,0.053569649,0,0,2.680678856,10.53877743,GLIPR1;CITED2;SLCO1B3;MMP3;KRT7;ANXA10;SOX9
JWE-035 Up,7/240,0.019616508,0.053569649,0,0,2.680678856,10.53877743,MME;ANXA3;GDF15;BIK;BASP1;ARHGAP29;SOX9
Lestaurtinib Up,7/240,0.019616508,0.053569649,0,0,2.680678856,10.53877743,IL32;EDN1;TAGLN;CITED2;NUPR1;TOX;MSLN
Etoricoxib Up,7/240,0.019616508,0.053569649,0,0,2.680678856,10.53877743,MLPH;CITED2;GDF15;BASP1;MMP3;MMP9;LTF
Arsenic-Trioxide Up,7/240,0.019616508,0.053569649,0,0,2.680678856,10.53877743,CDA;CITED2;BASP1;CYP11A1;SLCO1B3;IL18;SFN
LIVF001-022 Up,7/240,0.019616508,0.053569649,0,0,2.680678856,10.53877743,IL32;SEMA5A;SULT1C2;MLPH;ANXA3;BIK;SPINT2
ENMD-2076 Up,7/240,0.019616508,0.053569649,0,0,2.680678856,10.53877743,GABRP;MLPH;CITED2;BASP1;SOX9;NUPR1;TOX
SAR405838 Up,7/240,0.019616508,0.053569649,0,0,2.680678856,10.53877743,CDA;IL1RL1;MME;BASP1;SERPINE1;ACSL5;SFN
Pilaralisib Down,7/240,0.019616508,0.053569649,0,0,2.680678856,10.53877743,CDA;POSTN;PDGFC;SPP1;CASP1;TOX;SSX1
Obatoclax Down,7/240,0.019616508,0.053569649,0,0,2.680678856,10.53877743,GABRP;GLIPR1;EDN1;TAGLN;POSTN;KRT7;TOX
Desoxycortone Down,7/240,0.019616508,0.053569649,0,0,2.680678856,10.53877743,FAP;GDF15;BASP1;PLAU;LPAR1;SPP1;SPINT2
Propoxycaine Down,7/240,0.019616508,0.053569649,0,0,2.680678856,10.53877743,IL32;CITED2;GDF15;BASP1;PDGFC;DYSF;NUPR1
KU-C104487 Down,7/240,0.019616508,0.053569649,0,0,2.680678856,10.53877743,NAV3;CITED2;GDF15;SERPINE1;SUSD4;ARHGAP29;SFN
Lacidipine Down,7/240,0.019616508,0.053569649,0,0,2.680678856,10.53877743,IL32;BASP1;MMP3;SOX9;TSPAN1;MMP9;LTF
Amonafide Down,7/240,0.019616508,0.053569649,0,0,2.680678856,10.53877743,GABRP;TAGLN;POSTN;MLPH;NUPR1;MMP9;LTF
Benfluorex Down,7/240,0.019616508,0.053569649,0,0,2.680678856,10.53877743,RGS4;KRT81;GDF15;SPP1;CASP1;KRT7;SLAMF7
Fentiazac Down,7/240,0.019616508,0.053569649,0,0,2.680678856,10.53877743,RAB3B;MLPH;DYSF;ARHGAP29;AOX1;EPS8L2;TGM2
SA-1456456 Down,7/240,0.019616508,0.053569649,0,0,2.680678856,10.53877743,TAGLN;POSTN;GDF15;MMP3;SFN;FSTL1;TTN
CTB Down,7/240,0.019616508,0.053569649,0,0,2.680678856,10.53877743,CDA;CITED2;ANXA3;PDGFC;NUPR1;ADRB2;FSTL1
Enoximone Down,7/240,0.019616508,0.053569649,0,0,2.680678856,10.53877743,GABRP;MLPH;SOX9;NUPR1;MSLN;TGM2;LTF
DDR1-IN-1 Down,7/240,0.019616508,0.053569649,0,0,2.680678856,10.53877743,COL17A1;SRGN;CDA;SPINK1;SCG5;ACSL5;MMP9
Sorbinil Down,7/240,0.019616508,0.053569649,0,0,2.680678856,10.53877743,SULT1C2;GABRP;SPINK1;SUSD4;SPP1;NMNAT2;NUPR1
Olomoucine Up,7/241,0.020016363,0.053569649,0,0,2.669086368,10.43934444,IL32;SRGN;POSTN;CITED2;KRT7;ADRB2;TGM2
Salsolinol Up,7/241,0.020016363,0.053569649,0,0,2.669086368,10.43934444,IL32;GABRP;GRB14;CITED2;ARHGAP29;KMO;MMP9
Hydrocotarnine Up,7/241,0.020016363,0.053569649,0,0,2.669086368,10.43934444,RGS4;ANXA3;SCG5;KRT7;TOX;MMP9;LTF
PNU-74654 Up,7/241,0.020016363,0.053569649,0,0,2.669086368,10.43934444,POSTN;MLPH;GDF15;PLAU;ACSL5;SPINT2;NUPR1
Astemizole Up,7/241,0.020016363,0.053569649,0,0,2.669086368,10.43934444,SRGN;MLPH;FAP;BASP1;SCG5;LCP1;MMP9
Demecarium Up,7/241,0.020016363,0.053569649,0,0,2.669086368,10.43934444,RGS4;SRGN;MLPH;NAV3;VEGFC;FSTL1;LTF
Oxyphenbutazone Up,7/241,0.020016363,0.053569649,0,0,2.669086368,10.43934444,CITED2;GDF15;BASP1;IL18;SPP1;NUPR1;MMP9
PF-06465469 Up,7/241,0.020016363,0.053569649,0,0,2.669086368,10.43934444,SEMA5A;MME;GDF15;LPAR1;SPP1;NUPR1;LTF
SA-101841 Up,7/241,0.020016363,0.053569649,0,0,2.669086368,10.43934444,CDA;TAGLN;WWC1;EPS8L2;SOX9;MMP9;LTF
KUC111774N Up,7/241,0.020016363,0.053569649,0,0,2.669086368,10.43934444,MLPH;GDF15;BIK;SLCO1B3;SCG5;KRT7;NUPR1
Cobicistat Up,7/241,0.020016363,0.053569649,0,0,2.669086368,10.43934444,PDGFC;LPAR1;SPP1;PKP2;KRT7;ARHGAP29;MSLN
Bms Down,7/241,0.020016363,0.053569649,0,0,2.669086368,10.43934444,COL17A1;BASP1;PLAU;LPAR1;SCG5;CASP1;MSLN
Flunarizine Down,7/241,0.020016363,0.053569649,0,0,2.669086368,10.43934444,CITED2;BASP1;PDGFC;KRT7;SPINT2;ADRB2;RIN2
Maprotiline Down,7/241,0.020016363,0.053569649,0,0,2.669086368,10.43934444,GABRP;TAGLN;ARHGDIB;ACSL5;KRT7;SSX1;MAPK13
Racephedrine Down,7/241,0.020016363,0.053569649,0,0,2.669086368,10.43934444,IL32;RGS4;POSTN;ANXA3;NUPR1;TSPAN1;TTN
Paxilline Down,7/241,0.020016363,0.053569649,0,0,2.669086368,10.43934444,GLIPR1;CITED2;ANXA3;GDF15;BASP1;FSTL1;TTN
Myriocin Down,7/241,0.020016363,0.053569649,0,0,2.669086368,10.43934444,IL32;IL1RL1;ANXA3;BASP1;NUPR1;ADRB2;LCP1
VU-0420363-1 Down,7/241,0.020016363,0.053569649,0,0,2.669086368,10.43934444,MME;KCNE4;LPAR1;SCG5;EPS8L2;ADRB2;LTF
VU-0415374-1 Down,7/241,0.020016363,0.053569649,0,0,2.669086368,10.43934444,POSTN;MME;BASP1;LPAR1;SPINT2;NUPR1;LCP1
KU-55933 Down,7/241,0.020016363,0.053569649,0,0,2.669086368,10.43934444,GABRP;GDF15;BDNF;SFN;EPS8L2;SERPINB7;MAPK13
QL-XI-92 Down,7/241,0.020016363,0.053569649,0,0,2.669086368,10.43934444,IL32;EDN1;BASP1;EPS8L2;NUPR1;MSLN;LTF
Sulfamethizole Down,7/241,0.020016363,0.053569649,0,0,2.669086368,10.43934444,GABRP;WWC1;KRT7;NUPR1;MSLN;TSPAN1;TTN
Serotonin Down,7/241,0.020016363,0.053569649,0,0,2.669086368,10.43934444,GDF15;BIK;SPINT2;NUPR1;ADRB2;MMP9;LTF
Tamsulosin Down,7/241,0.020016363,0.053569649,0,0,2.669086368,10.43934444,IL32;KRT81;PCLO;GRB14;GDF15;LTF;SUGCT
MI-1 Down,7/241,0.020016363,0.053569649,0,0,2.669086368,10.43934444,RGS4;SULT1C2;SPINK1;LCP1;KMO;LTF;TTN
Avasimibe Down,7/241,0.020016363,0.053569649,0,0,2.669086368,10.43934444,IL1RL1;GLIPR1;SPP1;SFN;SERPINB7;TGM2;LTF
Piroximone Down,7/241,0.020016363,0.053569649,0,0,2.669086368,10.43934444,IL32;CITED2;GDF15;BASP1;PDGFC;KRT7;MMP9
SA-1457810 Down,7/241,0.020016363,0.053569649,0,0,2.669086368,10.43934444,MLPH;ANXA3;CYP4F3;ANXA10;SPINT2;MSLN;TSPAN1
Dazoxiben Down,7/241,0.020016363,0.053569649,0,0,2.669086368,10.43934444,IL32;RGS4;GABRP;CITED2;SPP1;SCG5;LTF
GSK-461364 Up,7/242,0.020421882,0.053569649,0,0,2.657592539,10.34108672,CDA;KRT81;GLIPR1;MLPH;BIK;PDGFC;LCP1
AG-14361 Up,7/242,0.020421882,0.053569649,0,0,2.657592539,10.34108672,IL32;GLIPR1;WWC1;SCG5;SOX9;MSLN;TSPAN1
Azathioprine Up,7/242,0.020421882,0.053569649,0,0,2.657592539,10.34108672,NUAK1;FAP;CITED2;KCNE4;KRT7;MMP9;LTF
CGP-53353 Up,7/242,0.020421882,0.053569649,0,0,2.657592539,10.34108672,SPINK1;MME;ANXA3;GDF15;ACSL5;ARHGAP29;LOXL1
L-745870 Up,7/242,0.020421882,0.053569649,0,0,2.657592539,10.34108672,MLPH;PLAU;SLCO1B3;MMP3;PRR5L;SPINT2;ADRB2
Isocarboxazid Up,7/242,0.020421882,0.053569649,0,0,2.657592539,10.34108672,PCLO;BIK;SLAMF7;SPINT2;SOX9;TGM2;MAPK13
SU-4312 Up,7/242,0.020421882,0.053569649,0,0,2.657592539,10.34108672,GABRP;HSD17B2;SCG5;ACSL5;KRT7;TTN;MAPK13
NECA Up,7/242,0.020421882,0.053569649,0,0,2.657592539,10.34108672,GABRP;GLIPR1;MME;BDNF;PDGFC;ACSL5;LCP1
Dantron Up,7/242,0.020421882,0.053569649,0,0,2.657592539,10.34108672,SEMA5A;RGS4;SRGN;NUAK1;PCLO;GRB14;TSPAN1
D-4476 Up,7/242,0.020421882,0.053569649,0,0,2.657592539,10.34108672,SULT1C2;PCLO;MME;GDF15;ARHGAP29;NUPR1;LTF
Perindopril Up,7/242,0.020421882,0.053569649,0,0,2.657592539,10.34108672,SULT1C2;CITED2;LCP1;KMO;FSTL1;MMP9;TGM2
Ezetimibe Up,7/242,0.020421882,0.053569649,0,0,2.657592539,10.34108672,MLPH;PDGFC;LPAR1;KRT7;SOX9;NUPR1;LTF
Pregnenolone-Succinate Up,7/242,0.020421882,0.053569649,0,0,2.657592539,10.34108672,MME;GDF15;PDGFC;TGM2;SSX1;LTF;TTN
Mepacrine Up,7/242,0.020421882,0.053569649,0,0,2.657592539,10.34108672,NUAK1;GDF15;BASP1;SLCO1B3;AOX1;TGM2;OASL
GSK-2334470 Up,7/242,0.020421882,0.053569649,0,0,2.657592539,10.34108672,SEMA5A;EDN1;CITED2;BASP1;ARHGDIB;RIN2;FSTL1
Colistin Up,7/242,0.020421882,0.053569649,0,0,2.657592539,10.34108672,GABRP;POSTN;MLPH;ARHGDIB;LCP1;TGM2;LTF
Acetonitrile Up,7/242,0.020421882,0.053569649,0,0,2.657592539,10.34108672,TAGLN;BASP1;ARHGDIB;LPAR1;MMP9;LOXL1;MAPK13
Cresol Up,7/242,0.020421882,0.053569649,0,0,2.657592539,10.34108672,RGS4;GABRP;MME;SCG5;KRT7;SPINT2;TOX
SA-1459224 Up,7/242,0.020421882,0.053569649,0,0,2.657592539,10.34108672,RGS4;SRGN;GDF15;ARHGDIB;SPINT2;LCP1;TSPAN1
KISS1R GALANIN Up,7/242,0.020421882,0.053569649,0,0,2.657592539,10.34108672,RGS4;SRGN;KRT81;GRB14;SCG5;PKP2;ADRB2
Hypoxanthine Up,7/242,0.020421882,0.053569649,0,0,2.657592539,10.34108672,GABRP;ANXA3;CYP4F3;ARHGDIB;ARHGAP29;MMP9;LTF
PIK-93 Up,7/242,0.020421882,0.053569649,0,0,2.657592539,10.34108672,SEMA5A;CDA;SPINK1;BASP1;LPAR1;ANXA10;MAPK13
TG-101209 Up,7/242,0.020421882,0.053569649,0,0,2.657592539,10.34108672,SRGN;GABRP;ANXA3;BASP1;SLAMF7;NUPR1;LTF
Ampalex Up,7/242,0.020421882,0.053569649,0,0,2.657592539,10.34108672,NUAK1;TAGLN;SPINK1;WWC1;HSD17B2;ARHGDIB;ARHGAP29
CFM-2 Up,7/242,0.020421882,0.053569649,0,0,2.657592539,10.34108672,CDA;POSTN;MLPH;PDGFC;IL18;MMP9;SSX1
KDM-103 Up,7/242,0.020421882,0.053569649,0,0,2.657592539,10.34108672,SRGN;NUAK1;SPINK1;CITED2;SCG5;PLXNA2;TGM2
MW-SHH-98 Up,7/242,0.020421882,0.053569649,0,0,2.657592539,10.34108672,GLIPR1;NAV3;BASP1;PLAU;ARHGDIB;LCP1;DOCK2
Swainsonine Up,7/242,0.020421882,0.053569649,0,0,2.657592539,10.34108672,GABRP;PCLO;MME;ARHGDIB;SCG5;TOX;LTF
Enzastaurin Down,7/242,0.020421882,0.053569649,0,0,2.657592539,10.34108672,RGS4;SRGN;CITED2;HSD17B2;ARHGAP29;ANXA10;FSTL1
Tretinoin Down,7/242,0.020421882,0.053569649,0,0,2.657592539,10.34108672,COL17A1;POSTN;MME;ANXA3;MMP3;ARHGAP29;SERPINB7
Tubaic-Acid Down,7/242,0.020421882,0.053569649,0,0,2.657592539,10.34108672,GLIPR1;CITED2;CYP11A1;PDGFC;KRT7;SPINT2;LCP1
Aniracetam Down,7/242,0.020421882,0.053569649,0,0,2.657592539,10.34108672,CALB1;BIK;BASP1;CYP4F3;SPP1;ACSL5;TOX
Bufalin Down,7/242,0.020421882,0.053569649,0,0,2.657592539,10.34108672,SEMA5A;GABRP;MLPH;CREB3L1;LPAR1;ACSL5;LCP1
DH-97 Down,7/242,0.020421882,0.053569649,0,0,2.657592539,10.34108672,KRT7;SLAMF7;AOX1;NMNAT2;MSLN;MMP9;TGM2
Clonidine Down,7/242,0.020421882,0.053569649,0,0,2.657592539,10.34108672,SRGN;GDF15;PLAU;KRT7;SOX9;NUPR1;MMP9
Fenbufen Down,7/242,0.020421882,0.053569649,0,0,2.657592539,10.34108672,RGS4;FAP;GDF15;IL18;LCP1;RIN2;MMP9
Hypericin Down,7/242,0.020421882,0.053569649,0,0,2.657592539,10.34108672,CDA;NUAK1;POSTN;MLPH;CITED2;ANXA3;BASP1
Scopoline Down,7/242,0.020421882,0.053569649,0,0,2.657592539,10.34108672,SRGN;SULT1C2;SPINK1;CALB1;GDF15;CASP1;TGM2
Tomelukast Down,7/242,0.020421882,0.053569649,0,0,2.657592539,10.34108672,RGS4;POSTN;SCG5;EPS8L2;TOX;MSLN;MAPK13
SCH-79797 Down,7/242,0.020421882,0.053569649,0,0,2.657592539,10.34108672,TAGLN;CITED2;PDGFC;IL18;KRT7;SPINT2;KMO
FU-JMBII113B Down,7/242,0.020421882,0.053569649,0,0,2.657592539,10.34108672,SEMA5A;RGS4;KRT81;GDF15;CREB3L1;ACSL5;NUPR1
KU-C104218 Down,7/242,0.020421882,0.053569649,0,0,2.657592539,10.34108672,IL32;GPR17;SULT1C2;TIE1;MMP3;SOX9;NUPR1
L-Bso Down,7/242,0.020421882,0.053569649,0,0,2.657592539,10.34108672,CDA;CALB1;SOX9;NUPR1;MMP9;TGM2;LTF
ST-012525 Down,7/242,0.020421882,0.053569649,0,0,2.657592539,10.34108672,GLIPR1;SUSD4;SCG5;KRT7;NUPR1;TGM2;SSX1
Mannitol Down,7/242,0.020421882,0.053569649,0,0,2.657592539,10.34108672,RAB3B;MME;BASP1;CASP1;AOX1;TSPAN1;TGM2
Caprolactam Down,7/242,0.020421882,0.053569649,0,0,2.657592539,10.34108672,GABRP;ANXA3;PLAU;HSD17B2;ACSL5;VEGFC;SPINT2
Saccharin Down,7/242,0.020421882,0.053569649,0,0,2.657592539,10.34108672,SULT1C2;MLPH;GRB14;NAV3;BASP1;TOX;TTN
DAC-012 Down,7/242,0.020421882,0.053569649,0,0,2.657592539,10.34108672,CYP4F3;HSD17B2;SUSD4;SCG5;KRT7;AOX1;SOX9
SA-1458985 Down,7/242,0.020421882,0.053569649,0,0,2.657592539,10.34108672,RGS4;SPINK1;MME;SERPINE1;SPP1;NMNAT2;ADRB2
SA-1455791 Down,7/242,0.020421882,0.053569649,0,0,2.657592539,10.34108672,SRGN;TAGLN;MLPH;CITED2;ANXA3;DYSF;AOX1
NVP-ADW742 Down,7/242,0.020421882,0.053569649,0,0,2.657592539,10.34108672,RGS4;ESM1;GLIPR1;TGFB2;SPP1;LCP1;LTF
Bopindolol Down,7/242,0.020421882,0.053569649,0,0,2.657592539,10.34108672,CDA;KRT81;SPP1;NUPR1;TGM2;SSX1;TTN
OSI-930 Down,7/242,0.020421882,0.053569649,0,0,2.657592539,10.34108672,EDN1;CITED2;PDGFC;SPINT2;NUPR1;MSLN;MAPK13
RG-4733 Down,7/242,0.020421882,0.053569649,0,0,2.657592539,10.34108672,RGS4;SRGN;GLIPR1;TAGLN;PLAU;SERPINE1;OASL
WP-1066 Down,7/242,0.020421882,0.053569649,0,0,2.657592539,10.34108672,SULT1C2;MME;ANXA3;SCG5;NUPR1;MMP9;LTF
AZ-6102 Down,7/242,0.020421882,0.053569649,0,0,2.657592539,10.34108672,GABRP;KRT81;CITED2;BDNF;PKP2;SLAMF7;FSTL1
BQ-788 Down,7/242,0.020421882,0.053569649,0,0,2.657592539,10.34108672,RGS4;POSTN;MLPH;SOX9;NMNAT2;TGM2;LTF
MSX-122 Down,7/242,0.020421882,0.053569649,0,0,2.657592539,10.34108672,SRGN;GABRP;SPINK1;ANXA3;BASP1;SOX9;TGM2
Navarixin Down,7/242,0.020421882,0.053569649,0,0,2.657592539,10.34108672,SRGN;EDN1;POSTN;ANXA3;SLAMF7;SOX9;LCP1
SGI-1027 Down,7/242,0.020421882,0.053569649,0,0,2.657592539,10.34108672,GRB14;PDGFC;ARHGDIB;MMP3;SERPINB7;TSPAN1;LTF
WZ-811 Down,7/242,0.020421882,0.053569649,0,0,2.657592539,10.34108672,CDA;NUAK1;ESM1;PLAU;SPP1;PLXNA2;MMP9
Phenothrin Down,7/242,0.020421882,0.053569649,0,0,2.657592539,10.34108672,GABRP;MLPH;BASP1;PDGFC;SLAMF7;KMO;LTF
Nebivolol Down,7/242,0.020421882,0.053569649,0,0,2.657592539,10.34108672,IL32;MLPH;CITED2;FLNC;NUPR1;ADRB2;TTN
Wortmannin Up,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,SEMA5A;MLPH;BIK;BASP1;NUPR1;RIN2;TGM2
R-547 Up,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,IL32;ARHGAP29;AOX1;MSLN;TSPAN1;LOXL1;TGM2
Naltrindole Up,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,SULT1C2;GDF15;BASP1;CYP4F3;SLCO1B3;IL18;NUPR1
Pinacidil Up,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,IL32;CYP11A1;NUPR1;FSTL1;TGM2;SSX1;TTN
Eudesmic-Acid Up,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,CDA;KRT81;ANXA3;PLAU;ARHGDIB;KRT7;LTF
W-7 Up,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,SRGN;GLIPR1;EDN1;PCLO;BDNF;SPINT2;LTF
KN-93 Up,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,MLPH;BASP1;SCG5;PKP2;NUPR1;MSLN;LOXL1
M-Chlorophenylbiguanide Up,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,MLPH;FAP;GRB14;ANXA3;SLAMF7;ANXA10;MMP9
Noscapine Up,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,CALB1;ANXA3;PDGFC;SPP1;ARHGAP29;AOX1;TTN
CGP-37157 Up,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,RGS4;KRT81;NAV3;PLAU;SCG5;KRT7;NMNAT2
CCT-018159 Up,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,CITED2;ANXA3;BASP1;ANXA10;SPINT2;NUPR1;TOX
Coumarin Up,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,POSTN;GRB14;HSD17B2;VEGFC;ANXA10;KMO;LTF
STK-111867 Up,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,RGS4;POSTN;SPINK1;HSD17B2;SCG5;MMP9;OASL
Dexchlorpheniramine Up,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,GABRP;MME;NAV3;SOX9;FLNC;LTF;TTN
Loteprednol Up,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,SRGN;SERPINE1;LPAR1;SCG5;CASP1;ARHGAP29;SFN
Buflomedil Up,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,RGS4;GABRP;MLPH;SCG5;S1PR1;ARHGAP29;SPINT2
Lomifylline Up,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,GABRP;BASP1;PLXNA2;SOX9;RIN2;TGM2;SSX1
Iodoacetic-Acid Up,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,RGS4;GDF15;KCNE4;MMP3;SPP1;SCG5;LTF
Captopril Up,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,IL32;SRGN;EDN1;POSTN;ARHGDIB;TOX;TTN
Urosiol Up,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,COL17A1;KRT81;BIK;IL18;NUPR1;KMO;MMP9
P-Nitrosodiphenylamine Up,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,IL32;RGS4;NAV3;PDGFC;LPAR1;MSLN;LTF
SA-1973497 Up,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,SULT1C2;SPINK1;GRB14;CITED2;SERPINE1;SCG5;NUPR1
GDC-0980 Up,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,MLPH;HSD17B2;ARHGDIB;SPP1;SOX9;RIN2;FSTL1
GSK-J4 Up,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,IL32;CDA;PDGFC;LPAR1;KMO;SSX1;LTF
3-MPPI Up,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,IL32;TAGLN;MME;PLAU;MMP3;CASP1;SLAMF7
OCO-1112 Up,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,SEMA5A;TAGLN;CITED2;GDF15;SPP1;MMP9;TGM2
CCMI Up,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,KRT81;ANXA3;PLXNA2;ACSL5;SOX9;MSLN;TTN
SB-743921 Up,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,GLIPR1;POSTN;ANXA3;BIK;SOX9;FSTL1;MMP9
Chlorpyrifos Up,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,SPINK1;MME;CITED2;LPAR1;AOX1;MMP9;LTF
NMDA Up,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,NUAK1;PDGFC;SPP1;ADRB2;MMP9;TGM2;LTF
BG-1007 Up,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,RGS4;SRGN;PCLO;CITED2;SERPINE1;ARHGAP29;MMP9
MW-SHH-250 Up,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,POSTN;ANXA3;PDGFC;ARHGDIB;VEGFC;SOX9;LTF
CIL56 Up,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,IL32;MLPH;GDF15;SLCO1B3;SPP1;SOX9;MSLN
Nelarabine Up,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,RGS4;TAGLN;SPINK1;LPAR1;SPP1;KRT7;MAPK13
Anisodamine Up,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,RGS4;GDF15;PLAU;PDGFC;LPAR1;SCG5;MMP9
Omecamtiv-Mecarbil Up,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,EDN1;TAGLN;POSTN;CALB1;KCNE4;SCG5;EPS8L2
UK-383367 Up,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,FAP;BASP1;PDGFC;SPINT2;SOX9;NUPR1;MMP9
Faropenem Up,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,NUAK1;PCLO;MME;ANXA3;PDGFC;ARHGAP29;MMP9
Pinaverium Up,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,SRGN;BASP1;HSD17B2;SLCO1B3;KRT7;AOX1;LTF
PJ-34 Down,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,RGS4;GABRP;TAGLN;SPINK1;MME;NUPR1;LTF
Imatinib Down,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,GABRP;TAGLN;SPINK1;ACSL5;NUPR1;MSLN;OASL
Lithium-Chloride Down,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,GABRP;MLPH;KCNE4;LPAR1;SFN;TOX;LTF
MRS-1754 Down,7/243,0.020833101,0.053569649,0,0,2.646196115,10.24398653,NUAK1;BASP1;SCG5;PLXNA2;VEGFC;SPINT2;LTF
