Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
Tiotidine Up,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,CA12;SRGN;GLIPR1;POSTN;GDF15;STC2;P3H2;KRT7;LCP1
GW-4064 Up,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,THBD;RELN;SPINK1;TRIM29;CAV1;SOX9;ITM2A;AREG;LTF
Anpirtoline Up,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,CDH6;PTPRD;SRGN;IL6;KCND3;EPB41L3;SCG5;KRT7;LTF
N-formylmethionylalanine Up,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,CA12;CDH6;GLIPR1;POSTN;MYO10;P3H2;KRT7;ARHGAP29;NAV2
AC-55649 Up,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,CA12;RGS4;SRGN;PLAU;WWC1;HSD17B2;KRT7;ANXA10;SOX9
NU-1025 Up,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,RGS4;GLIPR1;SPINK1;GRB14;NAV3;HSD17B2;ARHGDIB;CDH11;KRT7
Sulforaphane Up,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,CA12;GLIPR1;BDNF;SLCO1B3;MMP3;P3H2;NR0B1;CYP4F11;IL7R
ARG-CSC-91 Up,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,ALCAM;CALB1;ANXA3;P3H2;AOX1;KCNK1;LGR5;CXCL14;MAPK13
KU-C103871 Up,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,SRGN;CDA;KRT81;SPINK1;MMP3;IL18;NR0B1;AREG;MISP
Valaciclovir Up,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,CDH6;BASP1;KRT7;SFN;NUPR1;AREG;LGR5;LOXL1;LTF
ST-4029487 Up,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,POSTN;ALCAM;ARHGDIB;P3H2;LY96;SFN;SPINT2;CXCL14;MAPK13
Epoxycholesterol Up,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,SRGN;EDN1;TGFB2;ANXA3;WWC1;IL18;KRT7;TFCP2L1;F3
HTS-11203SC Up,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,POSTN;SPINK1;MME;BASP1;EPB41L3;P3H2;LPAR1;CXCL14;DCLK1
Cromoglicic-Acid Up,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,PTPRD;SRGN;GLIPR1;SPINK1;CALB1;NAV3;BASP1;SLCO1B3;TNFAIP3
Phenylbutyrate Up,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,THBD;TGFB2;SPINK1;NAV3;ARHGDIB;LPAR1;ARHGAP29;FSTL1;CXCL14
Loracarbef Up,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,CA12;SCARA3;ALCAM;CYP24A1;NAV3;SLCO1B3;AOX1;SOX9;CXCL14
Aminohippuric-Acid Up,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,CA12;SPINK1;EVI2A;WWC1;TIE1;ARHGDIB;ARHGAP29;F3;CXCL14
SA-423862 Up,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,CA12;RELN;SPINK1;HSD17B2;SCG5;AREG;CXCL14;DCLK1;LTF
SA-1919584 Up,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,CPA3;ANXA3;PLAU;SCG5;SPINT2;NUPR1;ITM2A;AREG;LTF
SA-1921617 Up,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,THBD;CALB1;GDF15;MMP3;KRT7;SLAMF7;AREG;CXCL14;MAPK13
GPR151 GALP Up,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,CA12;TGFB2;ANXA3;ARHGDIB;PKP2;AOX1;SOX9;F3;CXCL14
TUL XXI035 Up,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,CPA3;CDA;THBD;SPINK1;HSD17B2;RAC2;ANXA10;LCP1;HBEGF
Citrinin Up,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,CITED2;BDNF;STC2;MMP3;LPAR1;SFN;NR0B1;ITM2A;LOXL1
L-ergothioneine Up,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,CA12;IL32;POSTN;MYO10;EPB41L3;P3H2;SFN;NUPR1;LGR5
Pimosertib Up,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,GLIPR1;SCARA3;LPAR1;SCG5;SLAMF7;TMEM40;SOX9;FSTL1;LTF
LIVF001-029 Up,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,TRIM29;BASP1;LPAR1;KRT7;SFN;SOX9;IL7R;KCNK1;LTF
SAR-245408 Up,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,THBD;POSTN;SERPINE1;KRT7;ANXA10;F3;FSTL1;CXCL14;LTF
Teneligliptin Up,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,RGS4;PTPRD;SRGN;POSTN;ARHGDIB;LPAR1;KRT7;CXCL14;LTF
RGFP-966 Up,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,CA12;GLIPR1;POSTN;SPINK1;FAP;GDF15;KCNE4;IL1B;P3H2
Galeterone Up,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,IL32;IL6;ANXA3;CAV1;ARHGDIB;PKP2;NAV2;IL7R;CXCL14
Dimemorfan Up,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,CA12;SRGN;EDN1;KCNE4;STC2;EPB41L3;LCP1;ITM2A;SPANXC
SA-96805 Up,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,RGS4;POSTN;ARHGDIB;KRT7;LY96;ARHGAP29;ANXA10;CXCL14;LTF
SA-103150 Up,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,IL32;MME;CITED2;ANXA3;ARHGDIB;PKP2;SPINT2;SOX9;LCP1
SA-1456977 Up,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,SRGN;KRT81;POSTN;TGFB2;MAGEB2;KRT7;SFN;GFRA1;LTF
SA-1457188 Up,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,CPA3;ESM1;POSTN;KCNJ8;IL1B;C5AR1;CDH11;LOXL1;LTF
BOX-5 Up,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,RAB3B;RGS4;ALCAM;RELN;SPINK1;FAP;PLAU;SCG5;F3
Valproxam Up,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,CDA;ALCAM;ANXA3;ARHGDIB;SLCO1B3;MAGEB2;KRT7;ARHGAP29;LTF
Ciclesonide Up,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,ALCAM;MME;TRIM29;SERPINE1;C5AR1;AOX1;AREG;F3;FOSL2
Anacetrapib Up,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,IL32;GLIPR1;POSTN;ALCAM;MMP3;RAC2;TNFAIP3;LCP1;FSTL1
Ledipasvir Up,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,SEMA5A;ALCAM;MME;RAC2;SCG5;KRT7;AOX1;SERPINB7;FOSL2
Rilpivirine Up,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,RELN;MME;ANXA3;CAV1;SCG5;AOX1;F3;SH3GL2;LTF
Aphidicolin Up,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,TRIM29;GDF15;KRT7;LY96;SFN;ANXA10;NUPR1;FSTL1;CXCL14
Desmopressin-Acetate Up,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,SRGN;FAP;ANXA3;BASP1;PLAU;IL1B;RAC2;LY96;TNFAIP3
3-Deazaadenosine Up,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,SEMA5A;RGS4;POSTN;SPINK1;CAV1;SCG5;NR0B1;ANXA10;SPINT2
Tozasertib Down,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,RGS4;PTPRD;PLAU;SERPINE1;LPAR1;SCG5;ANXA10;F3;LOXL1
Lorazepam Down,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,SEMA5A;ALCAM;SPINK1;BASP1;CAV1;SPINT2;NUPR1;NAV2;AREG
XL-888 Down,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,THBD;PLAU;SERPINE1;SFN;SOX9;AREG;F3;CXCL14;HBEGF
Noretynodrel Down,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,CA12;IL32;CPA3;THBD;IL6;NAV3;SPINT2;LGR5;CXCL14
OBAA Down,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,THBD;KRT81;ALCAM;SFN;PRR5L;SOX9;NUPR1;CXCL14;HBEGF
PNU-120596 Down,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,IL32;CALB1;EVI2A;GDF15;LPAR1;LY96;TNFAIP3;SPINT2;LCP1
Quinisocaine Down,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,IL32;SPINK1;TRIM29;STC2;SOX9;TFCP2L1;AREG;F3;LTF
NGB-2904 Down,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,RGS4;SRGN;GLIPR1;ALCAM;GDF15;MAGEB2;ITM2A;F3;LTF
Maackiain Down,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,CPA3;ALCAM;SPINK1;MME;IL1B;MMP3;LPAR1;IL7R;AREG
Cosmosiin Down,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,CA12;CPA3;THBD;MMP3;TNFAIP3;SOX9;IL7R;ITM2A;CXCL14
PD-123319 Down,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,CDA;FAP;GDF15;CAV1;C5AR1;LPAR1;NUPR1;ITM2A;DCLK1
Diprotin-A Down,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,ANXA3;BASP1;P3H2;SCG5;NLRP3;SPINT2;LCP1;CXCL14;FOSL2
Methyllycaconitine Down,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,CPA3;SRGN;POSTN;LPAR1;SCG5;TNFAIP3;SOX9;ITM2A;LGR5
Cilnidipine Down,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,THBD;RELN;NAV3;IL18;ARHGAP29;TFCP2L1;SERPINB7;F3;CPA4
RG-13022 Down,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,CA12;ALCAM;MME;ANXA3;GDF15;SERPINE1;IL18;NAV2;AREG
UCL-2077 Down,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,CA12;KRT81;MME;EPB41L3;TFEC;ARHGAP29;SERPINB7;LGR5;CXCL14
Medrysone Down,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,SCARA3;ALCAM;SPINK1;CALB1;GDF15;STC2;SOX9;LGR5;FBXL7
Vanoxerine Down,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,CDA;ANXA3;EPB41L3;PAGE1;ARHGDIB;P3H2;KRT7;SFN;NAV2
SKF-86002 Down,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,POSTN;PLAU;BASP1;KCNE4;LPAR1;PKP2;SOX9;LGR5;CXCL14
CL-218872 Down,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,CA12;CDA;GDF15;BASP1;CAV1;P3H2;THSD7A;F3;MAPK13
Sinensetin Down,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,SEMA5A;IL6;GDF15;CAV1;LPAR1;TNFAIP3;AREG;CXCL14;MAPK13
NSC-632839 Down,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,POSTN;FAP;PLAU;ARHGDIB;KRT7;ARHGAP29;SOX9;NAV2;AREG
Temefos Down,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,POSTN;RELN;EVI2A;RAC2;KRT7;AOX1;ITM2A;AREG;LTF
Eplerenone Down,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,POSTN;ALCAM;SPINK1;MME;EPB41L3;SOX9;ITM2A;AREG;CXCL14
SB-200646 Down,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,RGS4;IL6;SPINK1;GDF15;STC2;LY96;ITM2A;F3;LGR5
Candesartan-Cilextil Down,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,CA12;EVI2A;TRIM29;KRT7;SOX9;IL7R;LGR5;CXCL14;LTF
Olmesartan-Medoxomil Down,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,IL32;CDH6;GDF15;BASP1;SCG5;KRT7;AOX1;NUPR1;LGR5
Minaprine Down,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,CA12;SEMA5A;SPINK1;BASP1;MMP3;SCG5;PKP2;SPINT2;F3
Dipivefrine Down,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,ARL14;SNAPC1;ANXA3;GDF15;IL1B;C5AR1;TNFAIP3;IL7R;HBEGF
Etilefrine Down,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,KRT81;CALB1;CITED2;GABRA5;BASP1;STC2;KRT7;F3;LTF
PSH-013 Down,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,KRT81;SPINK1;ANXA3;EPB41L3;ARHGDIB;ANXA10;ITM2A;F3;CXCL14
Aminoindazole Down,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,CPA3;PTPRD;KRT81;ALCAM;SPINK1;SCG5;KRT7;ITM2A;AREG
Efavirenz Down,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,CA12;SPINK1;TRIM29;GDF15;MMP3;SFN;AREG;F3;CXCL14
Benactyzine Down,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,CPA3;SPINK1;CALB1;EVI2A;TRIM29;GDF15;PLAU;MMP3;AREG
MD-041 Down,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,CA12;ALCAM;MME;GDF15;ARHGAP29;SOX9;NAV2;AREG;F3
STK-674938 Down,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,SRGN;SPINK1;TRIM29;GDF15;BASP1;STC2;SOX9;LGR5;LTF
RAN-02 Down,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,PTPRD;ALCAM;MME;BASP1;SP140;TFEC;SLCO1B3;IL18;NUPR1
Apicidin Down,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,CA12;ALCAM;TRIM29;BASP1;STC2;SLCO1B3;DCLK1;LOXL1;LTF
Lestaurtinib Down,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,RGS4;SRGN;IL6;NAV3;MYO10;GDF15;PLAU;SFN;SOX9
Pentolinium Down,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,IL32;CYP24A1;GRB14;SCG5;ARHGAP29;SFN;NR0B1;NUPR1;CXCL14
Metaraminol Down,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,CA12;IL32;SPINK1;PLAU;HSD17B2;LY96;TNFAIP3;ANXA10;NUPR1
Stanozolol Down,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,POSTN;ALCAM;SPINK1;CALB1;EVI2A;PLAU;CAV1;AREG;CXCL14
Cefmetazole Down,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,IL32;PTPRD;SPINK1;EVI2A;LY96;SPINT2;NUPR1;NAV2;CXCL14
Nafcilline Down,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,CPA3;KRT81;SCARA3;BASP1;SCG5;KRT7;SOX9;DCLK1;LTF
Nitrosoethylmethylamine Down,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,RAB3B;CDH6;ALCAM;PLAU;KCNE4;IL18;SOX9;F3;LGR5
Dehydroepiandrosterone Down,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,CA12;CDA;SPINK1;FAP;CAV1;HSD17B2;MMP3;SCG5;CXCL14
SA-424827 Down,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,IL32;CPA3;THBD;SCARA3;CITED2;TFEC;IL18;SFN;SOX9
SA-1921456 Down,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,GLIPR1;TGFB2;CAV1;SERPINE1;ARHGDIB;MMP3;DIO2;ARHGAP29;CXCL14
L-13 Down,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,GLIPR1;EDN1;CITED2;CAV1;SCG5;NUPR1;ITM2A;CXCL14;DCLK1
Isobutyric-Acid Down,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,CA12;CPA3;POSTN;CALB1;NAV3;TRIM29;HSD17B2;NUPR1;DCLK1
GSK-650394 Down,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,TRIM29;WWC1;RAC2;IL18;KRT7;ARHGAP29;SPINT2;SOX9;NUPR1
LUC ALARIN Down,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,CPA3;SPINK1;NAV3;HSD17B2;ARHGDIB;PKP2;SOX9;IL7R;AREG
Wnt-C59 Down,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,SPINK1;CALB1;TRIM29;CAV1;EPB41L3;KRT7;ARHGAP29;NR0B1;CXCL14
Miglustat Down,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,SRGN;POSTN;EVI2A;C5AR1;MMP3;RAC2;KRT7;SH3GL2;LTF
KW-2449 Down,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,CA12;CDH6;MMP3;P3H2;MAGEB2;LPAR1;DIO2;CXCL14;LTF
VE-821 Down,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,RGS4;GLIPR1;ALCAM;CALB1;EVI2A;C5AR1;IL7R;KCNK1;ITM2A
Methylnaltrexone Down,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,RGS4;THBD;SPINK1;CDH11;P3H2;TNFAIP3;AOX1;IL7R;CXCL14
ORE-1001 Down,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,ANXA3;CAV1;IL18;SFN;ITM2A;F3;LGR5;CXCL14;HBEGF
I-BRD9 Down,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,CA12;IL32;CALB1;KCNE4;STC2;P3H2;TNFAIP3;SFN;DCLK1
PS-178990 Down,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,POSTN;BASP1;PLAU;CAV1;EPB41L3;HSD17B2;ARHGAP29;SFN;CXCL14
Ambenonium Down,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,CDA;GRB14;TFEC;ARHGDIB;IL18;SCG5;NR0B1;SPINT2;DOCK2
Bivalirudin Down,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,CDA;ANXA3;PLAU;STC2;ARHGAP29;SOX9;IL7R;AREG;LTF
Tropapride Down,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,SRGN;ALCAM;BASP1;CDH11;LPAR1;SOX9;IL7R;CXCL14;LTF
Kaempferol Down,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,CPA3;ALCAM;PCLO;MME;GDF15;PLAU;STC2;SERPINB7;LGR5
NCI-16221 Down,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,PTPRD;RELN;EVI2A;PLAU;MMP3;LPAR1;SOX9;IL7R;LTF
Dihydrocapsaicin Down,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,RGS4;KRT81;RELN;CITED2;HSD17B2;CDH11;PKP2;SOX9;ITM2A
Alizarin Down,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,RELN;STC2;P3H2;LPAR1;SCG5;PKP2;AOX1;F3;LGR5
Merimepodib Down,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,POSTN;CITED2;HSD17B2;CDH11;PKP2;NAV2;LCP1;FSTL1;CXCL14
Dazmegrel Down,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,CPA3;THBD;CYP24A1;GRB14;ARHGAP29;DUSP8;AREG;CXCL14;DCLK1
Ursodeoxycholyltaurine Down,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,IL32;TBC1D2;SPINK1;CITED2;GDF15;RAC2;IL18;NUPR1;CXCL14
Nizofenone Down,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,CA12;RGS4;SPINK1;BDNF;TNFAIP3;AREG;CXCL14;DCLK1;MYOM2
Taltirelin Down,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,SPINK1;CALB1;MME;FAP;GRB14;GDF15;SCG5;AREG;FOSL2
Oseltamivir-Carboxylate Down,9/248,0.012872105,0.039600006,0,0,2.518353966,10.96162103,SRGN;GLIPR1;TRIM29;ARHGDIB;SLCO1B3;TNFAIP3;PRR5L;CXCL14;LTF
Sulindac Up,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,CPA3;SRGN;THBD;TRIM29;P3H2;SOX9;AREG;HBEGF;LTF
Ciclacillin Up,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,SRGN;KRT81;GLIPR1;POSTN;SPINK1;HSD17B2;KRT7;TNFAIP3;ITM2A
Bezafibrate Up,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,PTPRD;SPINK1;CALB1;MME;FAP;PLAU;TNFAIP3;TFCP2L1;AREG
Rimexolone Up,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,MME;TRIM29;CITED2;SERPINE1;TNFAIP3;AOX1;AREG;F3;FOSL2
Hydrocortisone Up,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,CITED2;ARHGDIB;PKP2;KRT7;AOX1;TFCP2L1;IL7R;AREG;F3
Diflorasone Up,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,CA12;PTGFR;IL1B;CAV1;EPB41L3;ARHGDIB;IL18;LOXL1;FOSL2
Strychnine Up,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,CA12;CPA3;SRGN;CDA;POSTN;SPINK1;ARHGDIB;CXCL14;LTF
Carbamazepine Up,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,CA12;IL32;CITED2;CAV1;ARHGDIB;P3H2;KRT7;F3;LTF
Menadione Up,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,THBD;RELN;KCND3;S1PR1;TNFAIP3;ITM2A;DCLK1;FOSL2;LTF
PSB-06126 Up,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,CA12;IL32;CPA3;THBD;ESM1;STC2;P3H2;NAV2;CXCL14
GW-7647 Up,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,CA12;CDA;EDN1;POSTN;GRB14;CITED2;ANXA3;SPINT2;LTF
Tetrindole Up,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,SPINK1;CALB1;EVI2A;GDF15;BASP1;C5AR1;SOX9;DCLK1;HBEGF
Alimemazine Up,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,CPA3;ALCAM;FAP;BASP1;PLAU;LY96;AOX1;SOX9;NUPR1
MW-STK33-4C Up,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,THBD;GLIPR1;IL1B;MMP3;SCG5;PRR5L;ITM2A;AREG;CXCL14
BAS-00594560 Up,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,CITED2;BASP1;KCNE4;IL1B;CAV1;MMP3;TNFAIP3;NRG1;ITM2A
LY-2140023 Up,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,CA12;GLIPR1;POSTN;EVI2A;GRB14;KCNE4;SCG5;AOX1;IL7R
Tiratricol Up,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,CDH6;SPINK1;MME;FAP;TRIM29;AOX1;ANXA10;LCP1;LTF
Metitepine Up,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,SPINK1;ANXA3;GDF15;BASP1;PLAU;LPAR1;TMEM40;AREG;F3
Gallamine Up,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,IL32;KCNE4;ARHGDIB;C5AR1;LPAR1;RAC2;TNFAIP3;ITM2A;LTF
Lomefloxacin Up,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,CA12;RGS4;KRT81;BASP1;CAV1;SLCO1B3;P3H2;NAV2;AREG
7-Aminocephalosporanic-Acid Up,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,SRGN;EVI2A;TRIM29;ANXA3;WWC1;RAC2;LCP1;CXCL14;DCLK1
Diphenylpyraline Up,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,CA12;SEMA5A;POSTN;MME;FAP;HSD17B2;ARHGDIB;CDH11;LY96
Benzocaine Up,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,SPINK1;TRIM29;MAGEB2;LPAR1;KRT7;ARHGAP29;SOX9;ITM2A;LGR5
Dimethylnitrosamine Up,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,IL32;CA12;KRT81;NAV3;CITED2;CAV1;KRT7;ARHGAP29;LTF
Caprolactam Up,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,CPA3;SRGN;RELN;TRIM29;P3H2;DIO2;NAV2;AREG;CXCL14
SF-11003-A1 Up,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,CA12;SEMA5A;SRGN;GLIPR1;ALCAM;STC2;MMP3;ANXA10;CXCL14
BML-284 Up,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,RGS4;SRGN;IL6;ALCAM;BDNF;LPAR1;NAV2;KCNK1;HBEGF
Lead-Acetate Up,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,CDA;SPINK1;CALB1;TRIM29;ANXA3;TIE1;ARHGDIB;F3;CXCL14
NVP-ADW742 Up,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,FAP;CITED2;GDF15;PLAU;BASP1;CAV1;HSD17B2;AOX1;DCLK1
Tamsulosin Up,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,ALCAM;TRIM29;KCNE4;SLCO1B3;DIO2;SCG5;SFN;AREG;MAPK13
Carbendazim Up,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,CA12;SEMA5A;RAB3B;NAV3;ARHGDIB;ARHGAP29;FSTL1;CXCL14;LOXL1
Voapaxar Up,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,CPA3;PTPRD;RELN;MME;TRIM29;BASP1;KRT7;SOX9;LGR5
UNC-1999 Up,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,ALCAM;MME;PLAU;MMP3;IL18;SFN;NUPR1;KCNK1;CXCL14
BIBN-4096 Up,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,CYP24A1;ANXA3;BASP1;PLAU;MMP3;KRT7;SPINT2;LGR5;LTF
Ligustilide Up,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,CA12;SRGN;POSTN;MME;EPB41L3;DIO2;ANXA10;ITM2A;CXCL14
RN-1 Up,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,CDA;KRT81;MME;TRIM29;ANXA3;BASP1;IL18;AREG;HBEGF
BG-1003 Up,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,IL32;CITED2;WWC1;SERPINE1;MAGEB2;KRT7;ARHGAP29;ITM2A;CXCL14
BG-1004 Up,9/249,0.013185342,0.039607232,0,0,2.507731959,10.85509272,RGS4;SRGN;KRT81;GDF15;MAGEB2;ARHGAP29;AOX1;ITM2A;CXCL14
